Echame La Culpa,Luis Fonsi & Demi Lovato
Take Back Home Girl,Chris Lane Featuring Tori Kelly
Written In The Sand,Old Dominion
"Woman, Amen",Dierks Bentley
La Modelo,Ozuna x Cardi B
Proud,2 Chainz Featuring YG & Offset
Beautiful Trauma,P!nk
NBAYoungboat,Lil Yachty Featuring NBA YoungBoy
Get You,Daniel Caesar Featuring Kali Uchis
Focus,H.E.R.
Nice For What,Drake
God's Plan,Drake
Meant To Be,Bebe Rexha & Florida Georgia Line
Psycho,Post Malone Featuring Ty Dolla $ign
Look Alive,BlocBoy JB Featuring Drake
The Middle,"Zedd, Maren Morris & Grey"
Perfect,Ed Sheeran
I Like It,"Cardi B, Bad Bunny & J Balvin"
Freaky Friday,Lil Dicky Featuring Chris Brown
Finesse,Bruno Mars & Cardi B
Be Careful,Cardi B
Walk It Talk It,Migos Featuring Drake
Plug Walk,Rich The Kid
Mine,Bazzi
Never Be The Same,Camila Cabello
Havana,Camila Cabello Featuring Young Thug
Pray For Me,The Weeknd & Kendrick Lamar
Sad!,XXXTENTACION
Stir Fry,Migos
Call Out My Name,The Weeknd
Drip,Cardi B Featuring Migos
Whatever It Takes,Imagine Dragons
I Do,Cardi B Featuring SZA
Rockstar,Post Malone Featuring 21 Savage
All The Stars,Kendrick Lamar & SZA
Ric Flair Drip,Offset & Metro Boomin
New Rules,Dua Lipa
Ring,Cardi B Featuring Kehlani
Japan,Famous Dex
Heaven,Kane Brown
Let You Down,NF
Bartier Cardi,Cardi B Featuring 21 Savage
Thunder,Imagine Dragons
Friends,Marshmello & Anne-Marie
Wait,Maroon 5
Powerglide,Rae Sremmurd & Juicy J
In My Blood,Shawn Mendes
Get Up 10,Cardi B
Best Life,Cardi B Featuring Chance The Rapper
Feel It Still,Portugal. The Man
You Make It Easy,Jason Aldean
Say Something,Justin Timberlake Featuring Chris Stapleton
Bickenhead,Cardi B
Him & I,G-Eazy & Halsey
Lights Down Low,MAX Featuring gnash
I Fall Apart,Post Malone
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
Bad At Love,Halsey
New Freezer,Rich The Kid Featuring Kendrick Lamar
Thru Your Phone,Cardi B
Singles You Up,Jordan Davis
Outside Today,YoungBoy Never Broke Again
No Excuses,Meghan Trainor
Delicate,Taylor Swift
Marry Me,Thomas Rhett
Love Lies,Khalid & Normani
She Bad,Cardi B & YG
Money Bag,Cardi B
Diamond Teeth Samurai,YoungBoy Never Broke Again
Most People Are Good,Luke Bryan
X,Nicky Jam x J Balvin
One Kiss,Calvin Harris & Dua Lipa
Wasted Times,The Weeknd
IDGAF,Dua Lipa
A$AP Forever,A$AP Rocky Featuring Moby
Changes,XXXTENTACION
Zombie,Bad Wolves
Billy,6ix9ine
Tell Me You Love Me,Demi Lovato
Dura,Daddy Yankee
The Long Way,Brett Eldredge
Boo'd Up,Ella Mai
El Farsante,Ozuna & Romeo Santos
Try Me,The Weeknd
One Number Away,Luke Combs
Everyday,Logic & Marshmello
Tequila,Dan + Shay
Moonlight,XXXTENTACION
Sit Next To Me,Foster The People
I Like Me Better,Lauv
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
Broken Halos,Chris Stapleton
Barbie Tingz,Nicki Minaj
Hardaway,Derez De'Shon
Get Along,Kenny Chesney
Medicine,Queen Naija
She's With Me,High Valley
Up Down,Morgan Wallen Featuring Florida Georgia Line
Five More Minutes,Scotty McCreery
Top Off,"DJ Khaled Featuring JAY Z, Future & B"
When We,Tank
Chun-Li,Nicki Minaj
All On Me,Devin Dawson
Red Roses,Lil Skies Featuring Landon Cube
I Lived It,Blake Shelton
No Roots,Alice Merton
Broken Clocks,SZA
For The First Time,Darius Rucker
Proud,2 Chainz Featuring YG & Offset
Alone,Halsey Featuring Big Sean & Stefflon Don
Nice For What,Drake
God's Plan,Drake
Meant To Be,Bebe Rexha & Florida Georgia Line
Psycho,Post Malone Featuring Ty Dolla $ign
The Middle,"Zedd, Maren Morris & Grey"
Look Alive,BlocBoy JB Featuring Drake
Perfect,Ed Sheeran
Freaky Friday,Lil Dicky Featuring Chris Brown
I Like It,"Cardi B, Bad Bunny & J Balvin"
Chun-Li,Nicki Minaj
Walk It Talk It,Migos Featuring Drake
Finesse,Bruno Mars & Cardi B
Never Be The Same,Camila Cabello
Mine,Bazzi
Be Careful,Cardi B
Plug Walk,Rich The Kid
Call Out My Name,The Weeknd
Pray For Me,The Weeknd & Kendrick Lamar
Havana,Camila Cabello Featuring Young Thug
Whatever It Takes,Imagine Dragons
Friends,Marshmello & Anne-Marie
Sad!,XXXTENTACION
Stir Fry,Migos
Esskeetit,Lil Pump
Barbie Tingz,Nicki Minaj
Heaven,Kane Brown
Rockstar,Post Malone Featuring 21 Savage
Japan,Famous Dex
You Make It Easy,Jason Aldean
New Rules,Dua Lipa
All The Stars,Kendrick Lamar & SZA
Ric Flair Drip,Offset & Metro Boomin
Drip,Cardi B Featuring Migos
Thunder,Imagine Dragons
Powerglide,Rae Sremmurd & Juicy J
Wait,Maroon 5
Let You Down,NF
In My Blood,Shawn Mendes
Feel It Still,Portugal. The Man
Bartier Cardi,Cardi B Featuring 21 Savage
Say Something,Justin Timberlake Featuring Chris Stapleton
I Do,Cardi B Featuring SZA
Most People Are Good,Luke Bryan
Ring,Cardi B Featuring Kehlani
Lights Down Low,MAX Featuring gnash
I Fall Apart,Post Malone
Him & I,G-Eazy & Halsey
Cry Pretty,Carrie Underwood
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
Bad At Love,Halsey
Delicate,Taylor Swift
New Freezer,Rich The Kid Featuring Kendrick Lamar
No Excuses,Meghan Trainor
Love Lies,Khalid & Normani
X,Nicky Jam x J Balvin
Marry Me,Thomas Rhett
Tequila,Dan + Shay
Outside Today,YoungBoy Never Broke Again
Singles You Up,Jordan Davis
IDGAF,Dua Lipa
Diamond Teeth Samurai,YoungBoy Never Broke Again
Boo'd Up,Ella Mai
Everyday,Logic & Marshmello
One Kiss,Calvin Harris & Dua Lipa
The Long Way,Brett Eldredge
I Lived It,Blake Shelton
Best Life,Cardi B Featuring Chance The Rapper
Bickenhead,Cardi B
Changes,XXXTENTACION
One Number Away,Luke Combs
El Farsante,Ozuna & Romeo Santos
Dura,Daddy Yankee
Let Me,Zayn
Zombie,Bad Wolves
Thru Your Phone,Cardi B
Wasted Times,The Weeknd
Get Up 10,Cardi B
Get Along,Kenny Chesney
I Like Me Better,Lauv
Sit Next To Me,Foster The People
"Woman, Amen",Dierks Bentley
For The First Time,Darius Rucker
This Is Me,Keala Settle & The Greatest Showman Ensemble
Guatemala,Swae Lee Featuring Slim Jxmmi
Moonlight,XXXTENTACION
Up Down,Morgan Wallen Featuring Florida Georgia Line
Money Bag,Cardi B
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
Anybody,Young Thug Featuring Nicki Minaj
She Bad,Cardi B & YG
Billy,6ix9ine
When We,Tank
Red Roses,Lil Skies Featuring Landon Cube
Top Off,"DJ Khaled Featuring JAY Z, Future & B"
She's With Me,High Valley
Get You,Daniel Caesar Featuring Kali Uchis
Broken Clocks,SZA
Five More Minutes,Scotty McCreery
Gotti,6ix9ine
Hardaway,Derez De'Shon
Nice For What,Drake
God's Plan,Drake
No Tears Left To Cry,Ariana Grande
Meant To Be,Bebe Rexha & Florida Georgia Line
Psycho,Post Malone Featuring Ty Dolla $ign
ATM,J. Cole
The Middle,"Zedd, Maren Morris & Grey"
Kevin's Heart,J. Cole
Look Alive,BlocBoy JB Featuring Drake
KOD,J. Cole
Perfect,Ed Sheeran
Freaky Friday,Lil Dicky Featuring Chris Brown
Never Be The Same,Camila Cabello
Photograph,J. Cole
Motiv8,J. Cole
I Like It,"Cardi B, Bad Bunny & J Balvin"
Mine,Bazzi
Walk It Talk It,Migos Featuring Drake
Call Out My Name,The Weeknd
1985 (Intro To The Fall Off),J. Cole
Plug Walk,Rich The Kid
Havana,Camila Cabello Featuring Young Thug
Be Careful,Cardi B
Friends,Marshmello & Anne-Marie
Finesse,Bruno Mars & Cardi B
Whatever It Takes,Imagine Dragons
Pray For Me,The Weeknd & Kendrick Lamar
The Cut Off,J. Cole Featuring kiLL edward
Heaven,Kane Brown
Brackets,J. Cole
Sad!,XXXTENTACION
Rockstar,Post Malone Featuring 21 Savage
New Rules,Dua Lipa
Wake Me Up!,Avicii
Japan,Famous Dex
In My Blood,Shawn Mendes
Esskeetit,Lil Pump
You Make It Easy,Jason Aldean
Stir Fry,Migos
Powerglide,Rae Sremmurd & Juicy J
Window Pain (Outro),J. Cole
Wait,Maroon 5
Ric Flair Drip,Offset & Metro Boomin
All The Stars,Kendrick Lamar & SZA
Thunder,Imagine Dragons
Friends,J. Cole Featuring kiLL edward
Once An Addict (Interlude),J. Cole
Chun-Li,Nicki Minaj
Let You Down,NF
Feel It Still,Portugal. The Man
Drip,Cardi B Featuring Migos
Delicate,Taylor Swift
Intro,J. Cole
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
Boo'd Up,Ella Mai
X,Nicky Jam x J Balvin
OTW,"Khalid, Ty Dolla $ign & 6LACK"
No Excuses,Meghan Trainor
Love Lies,Khalid & Normani
Bartier Cardi,Cardi B Featuring 21 Savage
New Freezer,Rich The Kid Featuring Kendrick Lamar
Most People Are Good,Luke Bryan
Tequila,Dan + Shay
One Kiss,Calvin Harris & Dua Lipa
Say Something,Justin Timberlake Featuring Chris Stapleton
Everyday,Logic & Marshmello
Singles You Up,Jordan Davis
One Number Away,Luke Combs
Outside Today,YoungBoy Never Broke Again
I Do,Cardi B Featuring SZA
Ring,Cardi B Featuring Kehlani
Babe,Sugarland Featuring Taylor Swift
IDGAF,Dua Lipa
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
Dura,Daddy Yankee
Zombie,Bad Wolves
I Like Me Better,Lauv
Barbie Tingz,Nicki Minaj
Sit Next To Me,Foster The People
I Lived It,Blake Shelton
Dame Tu Cosita,El Chombo Featuring Cutty Ranks
Get Along,Kenny Chesney
Changes,XXXTENTACION
Up Down,Morgan Wallen Featuring Florida Georgia Line
The Long Way,Brett Eldredge
For The First Time,Darius Rucker
El Farsante,Ozuna & Romeo Santos
"Woman, Amen",Dierks Bentley
Diamond Teeth Samurai,YoungBoy Never Broke Again
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
This Is Me,Keala Settle & The Greatest Showman Ensemble
Alone,Halsey Featuring Big Sean & Stefflon Don
Red Roses,Lil Skies Featuring Landon Cube
Moonlight,XXXTENTACION
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
Cry Pretty,Carrie Underwood
When We,Tank
Close,Rae Sremmurd & Travis Scott
Thru Your Phone,Cardi B
Best Life,Cardi B Featuring Chance The Rapper
Nice For What,Drake
Psycho,Post Malone Featuring Ty Dolla $ign
God's Plan,Drake
Meant To Be,Bebe Rexha & Florida Georgia Line
The Middle,"Zedd, Maren Morris & Grey"
Never Be The Same,Camila Cabello
Better Now,Post Malone
Rockstar,Post Malone Featuring 21 Savage
Look Alive,BlocBoy JB Featuring Drake
No Tears Left To Cry,Ariana Grande
Paranoid,Post Malone
Perfect,Ed Sheeran
Freaky Friday,Lil Dicky Featuring Chris Brown
Rich & Sad,Post Malone
Spoil My Night,Post Malone Featuring Swae Lee
Ball For Me,Post Malone Featuring Nicki Minaj
Stay,Post Malone
Walk It Talk It,Migos Featuring Drake
Mine,Bazzi
Same Bitches,Post Malone Featuring G-Eazy & YG
Whatever It Takes,Imagine Dragons
I Like It,"Cardi B, Bad Bunny & J Balvin"
Zack And Codeine,Post Malone
Over Now,Post Malone
Friends,Marshmello & Anne-Marie
Be Careful,Cardi B
Havana,Camila Cabello Featuring Young Thug
Heaven,Kane Brown
Takin' Shots,Post Malone
Pray For Me,The Weeknd & Kendrick Lamar
Plug Walk,Rich The Kid
Call Out My Name,The Weeknd
Finesse,Bruno Mars & Cardi B
Candy Paint,Post Malone
New Rules,Dua Lipa
In My Blood,Shawn Mendes
Boo'd Up,Ella Mai
Wait,Maroon 5
Powerglide,Rae Sremmurd & Juicy J
92 Explorer,Post Malone
You Make It Easy,Jason Aldean
ATM,J. Cole
Dame Tu Cosita,El Chombo Featuring Cutty Ranks
KOD,J. Cole
Ric Flair Drip,Offset & Metro Boomin
Otherside,Post Malone
Blame It On Me,Post Malone
Kevin's Heart,J. Cole
All The Stars,Kendrick Lamar & SZA
Chun-Li,Nicki Minaj
Esskeetit,Lil Pump
X,Nicky Jam x J Balvin
Stir Fry,Migos
Dura,Daddy Yankee
Japan,Famous Dex
Delicate,Taylor Swift
Sugar Wraith,Post Malone
Drip,Cardi B Featuring Migos
No Excuses,Meghan Trainor
Sad!,XXXTENTACION
One Kiss,Calvin Harris & Dua Lipa
Famous,Mason Ramsey
Love Lies,Khalid & Normani
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
One Number Away,Luke Combs
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
Tequila,Dan + Shay
New Freezer,Rich The Kid Featuring Kendrick Lamar
IDGAF,Dua Lipa
Everyday,Logic & Marshmello
Motiv8,J. Cole
Outside Today,YoungBoy Never Broke Again
Jonestown (Interlude),Post Malone
Most People Are Good,Luke Bryan
Bartier Cardi,Cardi B Featuring 21 Savage
Singles You Up,Jordan Davis
Overdose,YoungBoy Never Broke Again
Say Something,Justin Timberlake Featuring Chris Stapleton
1985 (Intro To The Fall Off),J. Cole
Photograph,J. Cole
I Like Me Better,Lauv
OTW,"Khalid, Ty Dolla $ign & 6LACK"
Up Down,Morgan Wallen Featuring Florida Georgia Line
Get Along,Kenny Chesney
Ye vs The People,Kanye West Featuring T.I.
Ring,Cardi B Featuring Kehlani
Sit Next To Me,Foster The People
Zombie,Bad Wolves
I Do,Cardi B Featuring SZA
For The First Time,Darius Rucker
I Lived It,Blake Shelton
"Woman, Amen",Dierks Bentley
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
El Farsante,Ozuna & Romeo Santos
Diamond Teeth Samurai,YoungBoy Never Broke Again
Changes,XXXTENTACION
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
When We,Tank
Alone,Halsey Featuring Big Sean & Stefflon Don
Red Roses,Lil Skies Featuring Landon Cube
This Is America,Childish Gambino
Nice For What,Drake
God's Plan,Drake
Psycho,Post Malone Featuring Ty Dolla $ign
Meant To Be,Bebe Rexha & Florida Georgia Line
The Middle,"Zedd, Maren Morris & Grey"
Look Alive,BlocBoy JB Featuring Drake
Never Be The Same,Camila Cabello
Perfect,Ed Sheeran
No Tears Left To Cry,Ariana Grande
Freaky Friday,Lil Dicky Featuring Chris Brown
Whatever It Takes,Imagine Dragons
Rockstar,Post Malone Featuring 21 Savage
Walk It Talk It,Migos Featuring Drake
Mine,Bazzi
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West
Boo'd Up,Ella Mai
I Like It,"Cardi B, Bad Bunny & J Balvin"
Chun-Li,Nicki Minaj
Heaven,Kane Brown
Friends,Marshmello & Anne-Marie
Pray For Me,The Weeknd & Kendrick Lamar
Better Now,Post Malone
Havana,Camila Cabello Featuring Young Thug
Be Careful,Cardi B
Plug Walk,Rich The Kid
In My Blood,Shawn Mendes
Powerglide,Rae Sremmurd & Juicy J
Call Out My Name,The Weeknd
Wait,Maroon 5
Finesse,Bruno Mars & Cardi B
New Rules,Dua Lipa
You Make It Easy,Jason Aldean
Sad!,XXXTENTACION
All The Stars,Kendrick Lamar & SZA
Dame Tu Cosita,El Chombo Featuring Cutty Ranks
Ric Flair Drip,Offset & Metro Boomin
Paranoid,Post Malone
Rich & Sad,Post Malone
Ball For Me,Post Malone Featuring Nicki Minaj
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
X,Nicky Jam x J Balvin
Dura,Daddy Yankee
One Number Away,Luke Combs
Stay,Post Malone
Delicate,Taylor Swift
Overdose,YoungBoy Never Broke Again
Japan,Famous Dex
One Kiss,Calvin Harris & Dua Lipa
Stir Fry,Migos
Spoil My Night,Post Malone Featuring Swae Lee
KOD,J. Cole
Esskeetit,Lil Pump
Love Lies,Khalid & Normani
Tequila,Dan + Shay
ATM,J. Cole
Kevin's Heart,J. Cole
Beautiful Crazy,Luke Combs
No Excuses,Meghan Trainor
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
IDGAF,Dua Lipa
Drip,Cardi B Featuring Migos
Zack And Codeine,Post Malone
Over Now,Post Malone
Youth,Shawn Mendes Featuring Khalid
Same Bitches,Post Malone Featuring G-Eazy & YG
Takin' Shots,Post Malone
New Freezer,Rich The Kid Featuring Kendrick Lamar
92 Explorer,Post Malone
Get Along,Kenny Chesney
Up Down,Morgan Wallen Featuring Florida Georgia Line
I Like Me Better,Lauv
Most People Are Good,Luke Bryan
Done For Me,Charlie Puth Featuring Kehlani
Everyday,Logic & Marshmello
For The First Time,Darius Rucker
Singles You Up,Jordan Davis
Outside Today,YoungBoy Never Broke Again
Zombie,Bad Wolves
Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty
Bartier Cardi,Cardi B Featuring 21 Savage
OTW,"Khalid, Ty Dolla $ign & 6LACK"
Sit Next To Me,Foster The People
Barbie Tingz,Nicki Minaj
I Lived It,Blake Shelton
"Woman, Amen",Dierks Bentley
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
Say Something,Justin Timberlake Featuring Chris Stapleton
Otherside,Post Malone
Alone,Halsey Featuring Big Sean & Stefflon Don
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
El Farsante,Ozuna & Romeo Santos
Blame It On Me,Post Malone
Diamond Teeth Samurai,YoungBoy Never Broke Again
Famous,Mason Ramsey
I Do,Cardi B Featuring SZA
Mercy,Brett Young
Preach,YoungBoy Never Broke Again
Red Roses,Lil Skies Featuring Landon Cube
When We,Tank
This Is America,Childish Gambino
Nice For What,Drake
God's Plan,Drake
Psycho,Post Malone Featuring Ty Dolla $ign
Meant To Be,Bebe Rexha & Florida Georgia Line
The Middle,"Zedd, Maren Morris & Grey"
No Tears Left To Cry,Ariana Grande
Look Alive,BlocBoy JB Featuring Drake
Never Be The Same,Camila Cabello
Perfect,Ed Sheeran
Boo'd Up,Ella Mai
Walk It Talk It,Migos Featuring Drake
Freaky Friday,Lil Dicky Featuring Chris Brown
Whatever It Takes,Imagine Dragons
Heaven,Kane Brown
Friends,Marshmello & Anne-Marie
Mine,Bazzi
Pray For Me,The Weeknd & Kendrick Lamar
Rockstar,Post Malone Featuring 21 Savage
In My Blood,Shawn Mendes
I Like It,"Cardi B, Bad Bunny & J Balvin"
Plug Walk,Rich The Kid
Be Careful,Cardi B
Havana,Camila Cabello Featuring Young Thug
Wait,Maroon 5
Better Now,Post Malone
Sad!,XXXTENTACION
New Rules,Dua Lipa
Chun-Li,Nicki Minaj
Finesse,Bruno Mars & Cardi B
Powerglide,Rae Sremmurd & Juicy J
Call Out My Name,The Weeknd
All The Stars,Kendrick Lamar & SZA
You Make It Easy,Jason Aldean
One Number Away,Luke Combs
Delicate,Taylor Swift
Ric Flair Drip,Offset & Metro Boomin
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
One Kiss,Calvin Harris & Dua Lipa
Japan,Famous Dex
X,Nicky Jam x J Balvin
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West
Dura,Daddy Yankee
Stir Fry,Migos
KOD,J. Cole
Shoota,Playboi Carti Featuring Lil Uzi Vert
Love Lies,Khalid & Normani
Tequila,Dan + Shay
Yes Indeed,Lil Baby & Drake
Back To You,Selena Gomez
Ball For Me,Post Malone Featuring Nicki Minaj
Overdose,YoungBoy Never Broke Again
Done For Me,Charlie Puth Featuring Kehlani
Paranoid,Post Malone
Rich & Sad,Post Malone
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
Dame Tu Cosita,El Chombo Featuring Cutty Ranks
Esskeetit,Lil Pump
IDGAF,Dua Lipa
Spoil My Night,Post Malone Featuring Swae Lee
I Like Me Better,Lauv
Up Down,Morgan Wallen Featuring Florida Georgia Line
ATM,J. Cole
Get Along,Kenny Chesney
Stay,Post Malone
OTW,"Khalid, Ty Dolla $ign & 6LACK"
No Excuses,Meghan Trainor
Kevin's Heart,J. Cole
Drip,Cardi B Featuring Migos
I Lived It,Blake Shelton
For The First Time,Darius Rucker
Sit Next To Me,Foster The People
New Freezer,Rich The Kid Featuring Kendrick Lamar
Lucid Dreams,Juice WRLD
Most People Are Good,Luke Bryan
Zombie,Bad Wolves
Me Niego,Reik Featuring Ozuna & Wisin
"Woman, Amen",Dierks Bentley
Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty
Outside Today,YoungBoy Never Broke Again
Everyday,Logic & Marshmello
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
Singles You Up,Jordan Davis
Alone,Halsey Featuring Big Sean & Stefflon Don
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
Mercy,Brett Young
Red Roses,Lil Skies Featuring Landon Cube
Moonlight,XXXTENTACION
Over Now,Post Malone
Zack And Codeine,Post Malone
Lust,Lil Skies
All Girls Are The Same,Juice WRLD
Same Bitches,Post Malone Featuring G-Eazy & YG
When We,Tank
Cry Pretty,Carrie Underwood
El Farsante,Ozuna & Romeo Santos
Takin' Shots,Post Malone
92 Explorer,Post Malone
Beautiful Crazy,Luke Combs
Say Something,Justin Timberlake Featuring Chris Stapleton
Nice For What,Drake
This Is America,Childish Gambino
God's Plan,Drake
Psycho,Post Malone Featuring Ty Dolla $ign
The Middle,"Zedd, Maren Morris & Grey"
Yes Indeed,Lil Baby & Drake
Meant To Be,Bebe Rexha & Florida Georgia Line
Boo'd Up,Ella Mai
No Tears Left To Cry,Ariana Grande
Fake Love,BTS
Friends,Marshmello & Anne-Marie
Look Alive,BlocBoy JB Featuring Drake
Never Be The Same,Camila Cabello
Walk It Talk It,Migos Featuring Drake
Perfect,Ed Sheeran
Be Careful,Cardi B
Whatever It Takes,Imagine Dragons
Mine,Bazzi
I Like It,"Cardi B, Bad Bunny & J Balvin"
In My Blood,Shawn Mendes
Heaven,Kane Brown
Freaky Friday,Lil Dicky Featuring Chris Brown
Rockstar,Post Malone Featuring 21 Savage
Havana,Camila Cabello Featuring Young Thug
Pray For Me,The Weeknd & Kendrick Lamar
Plug Walk,Rich The Kid
Wait,Maroon 5
Chun-Li,Nicki Minaj
Better Now,Post Malone
Call Out My Name,The Weeknd
New Rules,Dua Lipa
Sad!,XXXTENTACION
All The Stars,Kendrick Lamar & SZA
Delicate,Taylor Swift
Lucid Dreams,Juice WRLD
Love Lies,Khalid & Normani
Finesse,Bruno Mars & Cardi B
One Number Away,Luke Combs
You Make It Easy,Jason Aldean
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
Powerglide,Rae Sremmurd & Juicy J
Overdose,YoungBoy Never Broke Again
One Kiss,Calvin Harris & Dua Lipa
Tequila,Dan + Shay
Ric Flair Drip,Offset & Metro Boomin
Back To You,Selena Gomez
Dura,Daddy Yankee
X,Nicky Jam x J Balvin
KOD,J. Cole
Ball For Me,Post Malone Featuring Nicki Minaj
IDGAF,Dua Lipa
Japan,Famous Dex
All Girls Are The Same,Juice WRLD
Done For Me,Charlie Puth Featuring Kehlani
I Like Me Better,Lauv
Esskeetit,Lil Pump
Up Down,Morgan Wallen Featuring Florida Georgia Line
For The First Time,Darius Rucker
Get Along,Kenny Chesney
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
Dame Tu Cosita,El Chombo Featuring Cutty Ranks
Sit Next To Me,Foster The People
I Lived It,Blake Shelton
Rich & Sad,Post Malone
Paranoid,Post Malone
Shoota,Playboi Carti Featuring Lil Uzi Vert
Change Lanes,Kevin Gates
OTW,"Khalid, Ty Dolla $ign & 6LACK"
Alone,Halsey Featuring Big Sean & Stefflon Don
Mercy,Brett Young
Drip,Cardi B Featuring Migos
Like That,Kris Wu
"Woman, Amen",Dierks Bentley
New Freezer,Rich The Kid Featuring Kendrick Lamar
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
Spoil My Night,Post Malone Featuring Swae Lee
Singles You Up,Jordan Davis
Southside,Lil Baby
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert
Most People Are Good,Luke Bryan
Let It Sing,Kevin Gates
Sangria Wine,Pharrell Williams x Camila Cabello
Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward"
Zombie,Bad Wolves
Champion,NAV Featuring Travis Scott
Red Roses,Lil Skies Featuring Landon Cube
Stay,Post Malone
ATM,J. Cole
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
Everyday,Logic & Marshmello
Kevin's Heart,J. Cole
No Excuses,Meghan Trainor
Moonlight,XXXTENTACION
Lust,Lil Skies
Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty
Outside Today,YoungBoy Never Broke Again
Downtown's Dead,Sam Hunt
Don't Go Breaking My Heart,Backstreet Boys
El Farsante,Ozuna & Romeo Santos
Nice For What,Drake
Psycho,Post Malone Featuring Ty Dolla $ign
God's Plan,Drake
This Is America,Childish Gambino
The Middle,"Zedd, Maren Morris & Grey"
Yes Indeed,Lil Baby & Drake
I Like It,"Cardi B, Bad Bunny & J Balvin"
Boo'd Up,Ella Mai
Meant To Be,Bebe Rexha & Florida Georgia Line
No Tears Left To Cry,Ariana Grande
In My Blood,Shawn Mendes
Look Alive,BlocBoy JB Featuring Drake
Friends,Marshmello & Anne-Marie
Walk It Talk It,Migos Featuring Drake
Lucid Dreams,Juice WRLD
Never Be The Same,Camila Cabello
Perfect,Ed Sheeran
Whatever It Takes,Imagine Dragons
I'm Upset,Drake
Mine,Bazzi
Be Careful,Cardi B
Heaven,Kane Brown
Rockstar,Post Malone Featuring 21 Savage
Wait,Maroon 5
Havana,Camila Cabello Featuring Young Thug
Freaky Friday,Lil Dicky Featuring Chris Brown
Plug Walk,Rich The Kid
Delicate,Taylor Swift
Pray For Me,The Weeknd & Kendrick Lamar
Better Now,Post Malone
New Rules,Dua Lipa
One Kiss,Calvin Harris & Dua Lipa
Chun-Li,Nicki Minaj
One Number Away,Luke Combs
Love Lies,Khalid & Normani
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
Tequila,Dan + Shay
Back To You,Selena Gomez
Finesse,Bruno Mars & Cardi B
Call Out My Name,The Weeknd
All The Stars,Kendrick Lamar & SZA
You Make It Easy,Jason Aldean
Sad!,XXXTENTACION
Ric Flair Drip,Offset & Metro Boomin
Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta
TATI,6ix9ine Featuring DJ SPINKING
All Girls Are The Same,Juice WRLD
X,Nicky Jam x J Balvin
IDGAF,Dua Lipa
Powerglide,Rae Sremmurd & Juicy J
Fake Love,BTS
Overdose,YoungBoy Never Broke Again
Dura,Daddy Yankee
Up Down,Morgan Wallen Featuring Florida Georgia Line
Done For Me,Charlie Puth Featuring Kehlani
I Like Me Better,Lauv
Get Along,Kenny Chesney
Japan,Famous Dex
KOD,J. Cole
Esskeetit,Lil Pump
Dame Tu Cosita,El Chombo Featuring Cutty Ranks
Ball For Me,Post Malone Featuring Nicki Minaj
A$AP Forever,A$AP Rocky Featuring Moby
Sit Next To Me,Foster The People
Infrared,Pusha T
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj"
"Woman, Amen",Dierks Bentley
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
